ticket_id,created_at,closed_at,category,subcategory,channel,priority,status,team,agent,region,customer_type,customer_age,attempts,has_attachment,sentiment,resolution_minutes,sla_minutes,sla_breached,satisfaction_score,text_length,cost_eur
T-0152,2026-03-23 10:40:00,2026-03-23 13:15:00,Technik,Fehlermeldung,Web,high,closed,Backend,Ben,Süd,Privat,51,2,False,negativ,155,240,False,5,135,68.23
T-0153,2026-03-31 16:24:00,,Antrag,Neuantrag,Telefon,medium,in_progress,Fachteam A,Greta,Ost,Organisation,27,3,False,neutral,475,480,False,,59,294.35
T-0154,2026-01-20 16:57:00,,Technik,Upload,Web,low,waiting,Service Desk,Carla,Ost,Privat,39,2,False,neutral,281,720,False,,469,152.56
T-0155,2026-03-14 12:15:00,2026-03-14 14:10:00,Zugang,Passwort,App,medium,closed,Service Desk,Ina,Mitte,Privat,,2,False,positiv,115,480,False,,665,72.4
T-0156,2026-03-20 14:30:00,2026-03-20 18:55:00,Antrag,Unterlagen,Web,low,closed,Fachteam B,Ben,Ost,Organisation,65,2,False,positiv,265,720,False,2,294,126.11
T-0157,2026-07-26 16:26:00,2026-07-26 20:48:00,Technik,Upload,Web,medium,closed,Backend,Ben,Nord,Privat,78,2,False,neutral,262,480,False,3,429,109.92
T-0158,2026-02-12 11:51:00,2026-02-12 12:37:00,Allgemein,Öffnungszeiten,App,medium,closed,Service Desk,Ben,Ost,Privat,36,2,False,positiv,46,480,False,3,93,30.56
T-0159,2026-07-20 14:07:00,2026-07-20 15:21:00,Zugang,Benutzername,Telefon,medium,closed,Service Desk,Aylin,Mitte,Privat,30,2,False,negativ,74,480,False,5,445,48.25
T-0160,2026-06-05 14:02:00,2026-06-05 15:19:00,Technik,Verbindung,E-Mail,medium,closed,Platform,Eva,Ost,Privat,65,4,True,neutral,77,480,False,,335,48.28
T-0161,2026-04-24 13:17:00,2026-04-24 15:20:00,Technik,Verbindung,Telefon,high,closed,Platform,Carla,West,Partner,80,1,True,negativ,123,240,False,5,552,77.29
T-0162,2026-02-19 11:53:00,2026-02-19 13:33:00,Termin,Vereinbarung,E-Mail,low,closed,Service Desk,Ina,Mitte,Privat,77,2,False,positiv,100,720,False,4,56,34.95
T-0163,2026-02-11 12:47:00,2026-02-11 16:00:00,Technik,Verbindung,Web,medium,closed,Service Desk,Jonas,Mitte,Privat,45,2,True,negativ,193,480,False,4,300,110.22
T-0164,2026-06-03 08:14:00,2026-06-03 12:40:00,Antrag,Neuantrag,App,high,closed,Fachteam A,Hassan,Süd,Privat,66,4,False,negativ,266,240,True,2,334,103.02
T-0165,2026-03-18 09:30:00,2026-03-18 21:16:00,Antrag,Status,Web,medium,closed,Fachteam B,Ina,Mitte,Privat,56,3,False,neutral,706,480,True,2,83,279.66
T-0166,2026-04-18 14:24:00,,Termin,Ort,Telefon,medium,waiting,Service Desk,Hassan,West,Privat,78,1,False,neutral,72,480,False,,712,47.71
T-0167,2026-02-02 12:46:00,2026-02-02 15:39:00,Technik,Upload,Telefon,high,closed,Backend,Carla,West,Privat,63,1,False,neutral,173,240,False,5,364,81.0
T-0168,2026-01-19 15:56:00,2026-01-19 19:06:00,Technik,Upload,Web,medium,closed,Platform,Jonas,Mitte,Partner,37,3,False,neutral,190,480,False,3,608,88.1
T-0169,2026-02-15 13:40:00,2026-02-15 14:52:00,Allgemein,Information,Telefon,low,closed,Service Desk,Ben,Ost,Privat,29,2,False,neutral,72,720,False,4,464,33.97
T-0170,2026-05-16 11:01:00,2026-05-16 11:47:00,Allgemein,Information,E-Mail,low,closed,Service Desk,Aylin,West,Organisation,67,1,False,neutral,46,720,False,4,71,15.0
T-0171,2026-02-04 13:57:00,2026-02-04 15:12:00,Technik,Upload,E-Mail,medium,closed,Backend,Farid,Ost,Organisation,,3,False,neutral,75,480,False,5,47,28.84
T-0172,2026-06-09 08:38:00,2026-06-09 19:13:00,Antrag,Unterlagen,Telefon,low,closed,Fachteam A,Greta,West,Organisation,66,2,True,neutral,635,720,False,3,235,368.77
T-0173,2026-04-18 09:32:00,2026-04-18 16:49:00,Antrag,Neuantrag,Telefon,low,closed,Fachteam B,Jonas,Mitte,Privat,51,1,True,positiv,437,720,False,5,444,193.66
T-0174,2026-01-04 09:58:00,2026-01-04 14:01:00,Technik,Fehlermeldung,App,medium,closed,Backend,Hassan,West,Privat,,4,False,neutral,243,480,False,5,492,135.53
T-0175,2026-06-23 13:27:00,2026-06-23 14:22:00,Allgemein,Zuständigkeit,Web,low,closed,Service Desk,Aylin,West,Privat,39,1,True,negativ,55,720,False,5,299,37.51
T-0176,2026-03-11 14:44:00,2026-03-11 15:45:00,Allgemein,Öffnungszeiten,Web,medium,closed,Service Desk,Greta,Ost,Partner,25,1,False,positiv,61,480,False,5,629,20.83
T-0177,2026-08-14 10:30:00,2026-08-14 13:46:00,Abrechnung,Bankdaten,Web,low,closed,Service Desk,Jonas,Nord,Organisation,46,1,True,positiv,196,720,False,4,560,85.32
T-0178,2026-07-31 16:57:00,2026-07-31 23:39:00,Antrag,Neuantrag,Telefon,medium,closed,Fachteam B,Farid,Ost,Privat,39,2,True,negativ,402,480,False,,271,199.66
T-0179,2026-01-21 15:28:00,,Technik,Upload,Web,low,in_progress,Backend,Greta,Ost,Organisation,20,1,True,positiv,246,720,False,,447,83.9
T-0180,2026-06-21 15:21:00,2026-06-21 16:21:00,Zugang,Passwort,Telefon,high,closed,Service Desk,Ina,Mitte,Privat,78,2,False,neutral,60,240,False,4,124,28.86
T-0181,2026-01-28 08:57:00,2026-01-28 10:38:00,Termin,Verschiebung,Web,low,closed,Fachteam A,Ina,Mitte,Privat,42,2,False,positiv,101,720,False,5,220,39.01
T-0182,2026-05-10 10:31:00,2026-05-10 19:56:00,Antrag,Neuantrag,Web,medium,closed,Fachteam A,Hassan,Ost,Privat,40,2,True,negativ,565,480,True,1,131,353.75
T-0183,2026-03-29 12:28:00,2026-03-29 15:39:00,Technik,Upload,E-Mail,medium,closed,Backend,Deniz,West,Privat,58,2,False,neutral,191,480,False,5,230,105.63
T-0184,2026-06-13 13:45:00,2026-06-13 17:28:00,Technik,Upload,App,medium,closed,Platform,Carla,Mitte,Privat,54,3,False,neutral,223,480,False,4,134,68.04
T-0185,2026-02-07 08:44:00,2026-02-07 10:41:00,Zugang,2FA,Web,low,closed,Service Desk,Carla,West,Privat,46,1,False,neutral,117,720,False,4,737,46.22
T-0186,2026-07-10 12:12:00,,Technik,Fehlermeldung,E-Mail,high,in_progress,Backend,Farid,Mitte,Privat,65,1,False,negativ,55,240,False,,584,33.11
T-0187,2026-01-20 10:11:00,2026-01-20 14:35:00,Antrag,Unterlagen,App,high,closed,Fachteam B,Hassan,Süd,Partner,50,1,True,neutral,264,240,True,,183,128.44
T-0188,2026-01-19 13:33:00,2026-01-19 15:06:00,Zugang,Konto gesperrt,Telefon,medium,closed,Service Desk,Hassan,Mitte,Privat,29,2,False,neutral,93,480,False,5,364,52.58
T-0189,2026-03-30 15:15:00,2026-03-30 17:56:00,Technik,Performance,E-Mail,critical,closed,Service Desk,Ina,Nord,Privat,32,2,False,negativ,161,120,True,2,554,66.51
T-0190,2026-02-19 13:32:00,,Termin,Absage,E-Mail,medium,waiting,Fachteam A,Aylin,West,Organisation,44,2,False,neutral,85,480,False,,243,48.29
T-0191,2026-07-03 13:02:00,,Allgemein,Information,Web,high,open,Service Desk,Ben,Süd,Privat,51,2,False,neutral,38,240,False,,486,17.6
T-0192,2026-06-08 09:48:00,,Antrag,Status,E-Mail,low,open,Fachteam A,Ina,Nord,Privat,56,1,True,neutral,449,720,False,,313,243.64
T-0193,2026-02-04 14:50:00,,Termin,Ort,Telefon,medium,waiting,Service Desk,Hassan,Süd,Privat,65,1,True,neutral,84,480,False,,36,57.37
T-0194,2026-03-20 11:47:00,2026-03-20 19:06:00,Antrag,Unterlagen,Web,low,closed,Fachteam B,Ina,Mitte,Partner,41,1,False,negativ,439,720,False,5,210,165.82
T-0195,2026-01-18 12:06:00,,Antrag,Neuantrag,App,high,waiting,Fachteam B,Ina,Nord,Privat,54,3,True,negativ,323,240,True,,223,176.94
T-0196,2026-04-04 13:27:00,,Technik,Verbindung,E-Mail,medium,open,Backend,Jonas,Süd,Privat,64,4,False,neutral,206,480,False,,775,72.87
T-0197,2026-06-15 17:05:00,2026-06-15 21:12:00,Technik,Verbindung,Web,medium,closed,Service Desk,Hassan,Mitte,Privat,27,1,False,positiv,247,480,False,5,671,158.04
T-0198,2026-05-19 15:41:00,2026-05-19 17:15:00,Zugang,Benutzername,Web,medium,closed,Identity,Ina,West,Privat,77,1,False,neutral,94,480,False,2,35,41.88
T-0199,2026-06-18 10:47:00,2026-06-18 16:13:00,Antrag,Unterlagen,Web,medium,closed,Fachteam A,Carla,Mitte,Partner,47,1,False,positiv,326,480,False,,394,124.76
T-0200,2026-05-14 12:53:00,2026-05-14 15:03:00,Technik,Verbindung,Web,high,closed,Backend,Farid,Nord,Privat,27,1,True,neutral,130,240,False,4,553,86.18
T-0201,2026-04-23 10:14:00,2026-04-23 14:34:00,Technik,Upload,E-Mail,medium,closed,Backend,Aylin,Mitte,Organisation,33,3,True,neutral,260,480,False,4,141,112.34
T-0202,2026-05-27 17:10:00,,Abrechnung,Bankdaten,E-Mail,medium,in_progress,Service Desk,Aylin,Süd,Privat,69,3,True,positiv,178,480,False,,602,96.07
T-0203,2026-04-16 17:09:00,2026-04-16 22:43:00,Antrag,Nachreichung,Web,high,closed,Fachteam B,Hassan,Süd,Privat,61,1,False,neutral,334,240,True,3,412,109.4
T-0204,2026-02-15 15:57:00,,Technik,Fehlermeldung,E-Mail,low,open,Backend,Greta,Süd,Privat,34,2,False,positiv,211,720,False,,577,139.43
T-0205,2026-07-25 15:50:00,,Termin,Ort,Web,medium,open,Service Desk,Ina,Ost,Privat,72,1,False,negativ,77,480,False,,513,27.22
T-0206,2026-07-10 08:36:00,2026-07-10 09:38:00,Termin,Vereinbarung,Telefon,low,closed,Fachteam A,Eva,Süd,Privat,31,1,False,neutral,62,720,False,4,573,24.89
T-0207,2026-05-23 15:11:00,2026-05-23 16:48:00,Abrechnung,Gutschrift,App,medium,closed,Service Desk,Deniz,Ost,Privat,35,3,True,neutral,97,480,False,4,482,58.12
T-0208,2026-06-30 08:10:00,,Termin,Verschiebung,E-Mail,low,open,Fachteam A,Ina,Mitte,Privat,29,3,False,neutral,65,720,False,,252,21.17
T-0209,2026-06-02 08:49:00,2026-06-02 12:27:00,Technik,Fehlermeldung,App,medium,closed,Service Desk,Jonas,Mitte,Privat,54,1,True,neutral,218,480,False,5,740,109.92
T-0210,2026-03-12 14:22:00,2026-03-12 16:50:00,Technik,Performance,Web,medium,closed,Backend,Aylin,Süd,Privat,54,2,True,neutral,148,480,False,4,380,78.91
T-0211,2026-02-14 14:32:00,2026-02-14 15:33:00,Allgemein,Zuständigkeit,App,low,closed,Service Desk,Greta,Mitte,Privat,50,2,False,neutral,61,720,False,5,274,32.04
T-0212,2026-04-08 11:43:00,2026-04-08 12:43:00,Termin,Ort,App,medium,closed,Service Desk,Hassan,Nord,Privat,51,1,False,neutral,60,480,False,2,375,34.17
T-0213,2026-02-21 11:47:00,2026-02-21 13:18:00,Zugang,2FA,Web,medium,closed,Service Desk,Carla,Süd,Privat,31,3,False,negativ,91,480,False,,704,30.16
T-0214,2026-05-07 17:55:00,2026-05-07 20:10:00,Abrechnung,Rechnung,E-Mail,medium,closed,Finance,Hassan,West,Privat,34,2,False,neutral,135,480,False,,514,83.66
T-0215,2026-04-28 13:44:00,2026-04-28 14:52:00,Allgemein,Öffnungszeiten,E-Mail,medium,closed,Service Desk,Hassan,Nord,Privat,41,2,True,neutral,68,480,False,3,652,33.22
T-0216,2026-03-13 15:11:00,2026-03-13 15:32:00,Technik,Performance,Web,medium,closed,Backend,Farid,West,Organisation,73,1,False,neutral,21,480,False,3,781,13.02
T-0217,2026-08-08 17:03:00,2026-08-08 18:16:00,Zugang,Passwort,E-Mail,low,closed,Service Desk,Hassan,West,Privat,75,3,False,neutral,73,720,False,3,595,32.42
T-0218,2026-06-16 16:11:00,2026-06-16 17:08:00,Allgemein,Zuständigkeit,E-Mail,medium,closed,Service Desk,Jonas,Süd,Privat,28,2,False,neutral,57,480,False,3,173,31.5
T-0219,2026-02-28 13:20:00,2026-02-28 13:50:00,Allgemein,Zuständigkeit,E-Mail,medium,closed,Service Desk,Ben,Nord,Privat,64,1,False,negativ,30,480,False,4,196,14.4
T-0220,2026-01-27 09:04:00,2026-01-27 13:54:00,Technik,Fehlermeldung,Web,low,closed,Service Desk,Ben,Süd,Privat,31,2,False,neutral,290,720,False,3,424,162.96
T-0221,2026-01-08 08:42:00,,Technik,Performance,E-Mail,medium,in_progress,Platform,Carla,Mitte,Organisation,74,5,False,negativ,92,480,False,,739,32.57
T-0222,2026-03-30 15:34:00,2026-03-30 17:57:00,Abrechnung,Bankdaten,E-Mail,medium,closed,Service Desk,Ina,Mitte,Privat,,2,True,positiv,143,480,False,5,318,50.7
T-0223,2026-07-24 12:38:00,2026-07-24 14:58:00,Abrechnung,Rechnung,E-Mail,medium,closed,Service Desk,Eva,Nord,Organisation,38,2,True,neutral,140,480,False,4,250,88.39
T-0224,2026-05-17 12:26:00,2026-05-17 15:35:00,Technik,Verbindung,E-Mail,medium,closed,Backend,Eva,West,Privat,80,3,True,neutral,189,480,False,1,572,60.45
T-0225,2026-01-04 15:13:00,,Zugang,Passwort,Web,low,open,Service Desk,Aylin,Süd,Privat,60,3,False,neutral,97,720,False,,793,32.21
T-0226,2026-03-06 14:53:00,2026-03-06 16:31:00,Allgemein,Öffnungszeiten,E-Mail,low,closed,Service Desk,Carla,Süd,Organisation,22,2,False,negativ,98,720,False,5,706,33.08
T-0227,2026-05-21 16:07:00,2026-05-21 16:51:00,Allgemein,Information,App,medium,closed,Service Desk,Carla,Nord,Organisation,32,3,False,negativ,44,480,False,4,307,13.47
T-0228,2026-02-09 13:49:00,2026-02-09 19:21:00,Antrag,Status,Web,high,closed,Fachteam A,Jonas,Ost,Privat,25,2,False,negativ,332,240,True,,743,185.2
T-0229,2026-04-07 13:46:00,2026-04-07 17:50:00,Abrechnung,Rechnung,Web,low,closed,Service Desk,Hassan,Süd,Privat,42,4,True,neutral,244,720,False,4,504,104.79
T-0230,2026-01-01 16:24:00,2026-01-01 19:55:00,Technik,Performance,Web,low,closed,Service Desk,Eva,Mitte,Privat,26,1,True,neutral,211,720,False,4,561,96.0
T-0231,2026-01-18 08:53:00,2026-01-18 16:06:00,Antrag,Unterlagen,Web,medium,closed,Fachteam B,Ben,Nord,Privat,,1,True,positiv,433,480,False,4,663,214.75
T-0232,2026-08-26 09:29:00,2026-08-26 17:13:00,Antrag,Nachreichung,Web,low,closed,Fachteam A,Aylin,Süd,Privat,25,1,False,neutral,464,720,False,3,97,146.75
T-0233,2026-02-18 11:33:00,,Termin,Vereinbarung,App,high,in_progress,Service Desk,Ben,Süd,Privat,63,1,False,neutral,37,240,False,,744,21.08
T-0234,2026-05-17 17:28:00,2026-05-18 05:06:00,Antrag,Neuantrag,Web,low,closed,Fachteam B,Ina,West,Privat,73,1,False,negativ,698,720,False,4,583,276.61
T-0235,2026-06-02 08:33:00,2026-06-02 13:00:00,Technik,Upload,E-Mail,medium,closed,Service Desk,Aylin,Nord,Partner,53,4,False,positiv,267,480,False,4,610,141.05
T-0236,2026-03-07 12:05:00,2026-03-07 12:58:00,Zugang,Passwort,Web,medium,closed,Service Desk,Farid,Mitte,Privat,80,1,True,neutral,53,480,False,5,122,28.12
T-0237,2026-03-27 13:56:00,,Antrag,Nachreichung,Telefon,low,in_progress,Fachteam B,Ben,Nord,Partner,19,1,False,positiv,503,720,False,,672,278.44
T-0238,2026-02-26 10:03:00,,Technik,Upload,Web,medium,waiting,Backend,Carla,West,Privat,73,1,False,neutral,79,480,False,,428,32.86
T-0239,2026-04-13 16:27:00,2026-04-13 18:21:00,Zugang,Konto gesperrt,E-Mail,low,closed,Identity,Ina,Ost,Privat,43,1,False,neutral,114,720,False,5,273,58.11
T-0240,2026-03-31 11:20:00,2026-03-31 12:24:00,Zugang,Benutzername,App,medium,closed,Identity,Ben,Ost,Privat,74,3,True,neutral,64,480,False,4,264,42.86
T-0241,2026-06-08 10:55:00,2026-06-08 15:05:00,Technik,Upload,Telefon,low,closed,Platform,Ben,Nord,Privat,60,2,False,neutral,250,720,False,4,560,95.38
T-0242,2026-05-15 08:16:00,,Termin,Ort,App,medium,open,Service Desk,Greta,Mitte,Partner,19,3,False,positiv,85,480,False,,701,27.76
T-0243,2026-05-11 09:57:00,2026-05-11 11:21:00,Technik,Upload,Web,high,closed,Backend,Greta,Süd,Partner,20,5,True,neutral,84,240,False,,337,56.19
T-0244,2026-03-02 16:17:00,,Technik,Verbindung,Web,medium,in_progress,Backend,Farid,West,Privat,,1,False,neutral,213,480,False,,311,111.18
T-0245,2026-06-06 11:26:00,,Technik,Upload,E-Mail,high,waiting,Platform,Greta,Mitte,Partner,44,3,False,neutral,137,240,False,,619,76.86
T-0246,2026-05-25 10:20:00,2026-05-25 17:11:00,Antrag,Unterlagen,Web,high,closed,Fachteam A,Greta,Süd,Privat,21,2,True,negativ,411,240,True,4,446,191.37
T-0247,2026-06-06 17:17:00,2026-06-06 19:53:00,Technik,Upload,Web,low,closed,Platform,Carla,Nord,Organisation,,2,True,positiv,156,720,False,3,505,99.6
T-0248,2026-01-09 14:48:00,,Antrag,Nachreichung,E-Mail,low,waiting,Fachteam B,Carla,Süd,Privat,44,1,True,negativ,731,720,True,,474,238.64
T-0249,2026-06-05 14:46:00,2026-06-05 15:22:00,Allgemein,Information,Telefon,medium,closed,Service Desk,Greta,Ost,Organisation,22,3,False,neutral,36,480,False,4,68,22.71
T-0250,2026-06-11 08:12:00,2026-06-11 08:52:00,Allgemein,Kontakt,E-Mail,medium,closed,Service Desk,Ina,Ost,Privat,24,3,False,neutral,40,480,False,5,686,19.42
T-0251,2026-01-07 10:29:00,2026-01-07 12:18:00,Abrechnung,Rechnung,E-Mail,low,closed,Finance,Greta,Ost,Privat,38,1,True,positiv,109,720,False,3,485,37.68
T-0252,2026-07-16 10:58:00,,Antrag,Neuantrag,E-Mail,medium,in_progress,Fachteam A,Greta,Mitte,Privat,24,4,True,positiv,229,480,False,,341,107.13
T-0253,2026-03-06 08:29:00,,Antrag,Status,Web,low,open,Fachteam A,Deniz,Nord,Privat,78,2,False,neutral,301,720,False,,477,144.93
T-0254,2026-06-17 13:02:00,2026-06-17 14:59:00,Zugang,Passwort,E-Mail,low,closed,Identity,Aylin,Süd,Privat,31,2,False,neutral,117,720,False,3,650,66.55
T-0255,2026-03-24 13:57:00,2026-03-24 16:22:00,Antrag,Unterlagen,Telefon,critical,closed,Fachteam B,Aylin,Nord,Organisation,53,2,False,neutral,145,120,True,2,239,55.67
T-0256,2026-06-30 12:27:00,2026-06-30 17:01:00,Antrag,Neuantrag,App,medium,closed,Fachteam A,Hassan,Mitte,Partner,81,1,False,neutral,274,480,False,4,209,136.18
T-0257,2026-07-23 09:47:00,,Allgemein,Kontakt,App,medium,waiting,Service Desk,Ben,Nord,Privat,45,1,False,neutral,61,480,False,,231,18.58
T-0258,2026-03-29 14:46:00,,Antrag,Nachreichung,Web,high,open,Fachteam B,Aylin,Nord,Privat,79,1,True,negativ,10,240,False,,61,6.66
T-0259,2026-01-15 16:19:00,2026-01-15 20:54:00,Antrag,Status,E-Mail,low,closed,Fachteam B,Hassan,Ost,Partner,63,1,True,neutral,275,720,False,,56,98.92
T-0260,2026-01-30 12:45:00,2026-01-30 16:47:00,Technik,Verbindung,Telefon,medium,closed,Backend,Jonas,Ost,Privat,56,1,True,negativ,242,480,False,4,63,83.46
T-0261,2026-08-25 15:46:00,2026-08-25 17:16:00,Termin,Vereinbarung,Web,medium,closed,Fachteam A,Ina,Süd,Privat,34,1,False,positiv,90,480,False,1,559,40.95
T-0262,2026-01-27 16:49:00,2026-01-27 17:41:00,Zugang,Konto gesperrt,Telefon,high,closed,Identity,Farid,Ost,Organisation,42,1,False,negativ,52,240,False,4,712,31.67
T-0263,2026-03-23 12:09:00,2026-03-23 14:54:00,Zugang,2FA,Web,low,closed,Identity,Deniz,Mitte,Privat,74,1,True,neutral,165,720,False,,716,51.41
T-0264,2026-06-26 15:39:00,2026-06-26 17:14:00,Zugang,Benutzername,E-Mail,low,closed,Identity,Jonas,Mitte,Privat,,3,False,neutral,95,720,False,5,120,50.08
T-0265,2026-02-06 17:16:00,2026-02-06 19:12:00,Termin,Ort,Web,low,closed,Fachteam A,Hassan,Süd,Partner,76,1,False,neutral,116,720,False,2,515,40.04
T-0266,2026-07-02 09:20:00,2026-07-02 11:57:00,Abrechnung,Zahlung,Web,low,closed,Finance,Ina,Nord,Privat,49,2,False,neutral,157,720,False,5,373,71.2
T-0267,2026-06-21 09:47:00,2026-06-21 13:16:00,Technik,Verbindung,E-Mail,high,closed,Service Desk,Ina,Süd,Privat,74,2,False,neutral,209,240,False,5,136,68.52
T-0268,2026-08-16 17:57:00,2026-08-17 00:04:00,Antrag,Status,E-Mail,medium,closed,Fachteam A,Ben,Süd,Organisation,75,1,False,neutral,367,480,False,5,608,156.58
T-0269,2026-05-11 14:54:00,2026-05-11 16:05:00,Termin,Absage,App,high,closed,Fachteam A,Ben,Mitte,Privat,63,2,False,positiv,71,240,False,,56,29.31
T-0270,2026-06-19 10:30:00,,Technik,Verbindung,Telefon,medium,open,Service Desk,Greta,Ost,Privat,34,4,True,neutral,231,480,False,,98,81.71
T-0271,2026-07-26 14:55:00,2026-07-26 17:21:00,Antrag,Unterlagen,E-Mail,medium,closed,Fachteam B,Carla,Nord,Privat,75,2,True,positiv,146,480,False,3,32,68.61
T-0272,2026-06-30 13:07:00,2026-06-30 14:25:00,Antrag,Unterlagen,Web,medium,closed,Fachteam B,Aylin,Nord,Privat,53,1,False,neutral,78,480,False,2,115,51.17
T-0273,2026-03-29 16:49:00,,Technik,Fehlermeldung,E-Mail,medium,in_progress,Backend,Eva,Mitte,Privat,55,3,False,neutral,249,480,False,,61,103.51
T-0274,2026-01-14 12:51:00,2026-01-14 18:48:00,Antrag,Nachreichung,E-Mail,medium,closed,Fachteam A,Hassan,Mitte,Privat,50,1,True,positiv,357,480,False,3,39,229.6
T-0275,2026-06-29 11:31:00,2026-06-29 12:40:00,Termin,Verschiebung,Telefon,high,closed,Fachteam A,Farid,Süd,Privat,37,3,False,negativ,69,240,False,5,417,32.1
T-0276,2026-07-13 09:03:00,2026-07-13 12:34:00,Technik,Verbindung,Web,medium,closed,Backend,Farid,Nord,Privat,66,4,False,neutral,211,480,False,4,568,85.47
T-0277,2026-01-11 09:58:00,,Allgemein,Öffnungszeiten,Telefon,low,open,Service Desk,Farid,Mitte,Privat,52,1,False,neutral,41,720,False,,125,16.68
T-0278,2026-06-23 10:20:00,,Technik,Verbindung,Telefon,medium,open,Platform,Jonas,Süd,Privat,75,2,True,positiv,90,480,False,,767,39.65
T-0279,2026-06-13 09:45:00,2026-06-13 13:55:00,Technik,Performance,E-Mail,low,closed,Platform,Jonas,Süd,Partner,41,2,True,neutral,250,720,False,5,503,100.33
T-0280,2026-07-19 09:17:00,2026-07-19 15:37:00,Antrag,Neuantrag,App,medium,closed,Fachteam B,Greta,West,Privat,74,1,True,negativ,380,480,False,,230,262.87
T-0281,2026-08-22 15:45:00,2026-08-22 21:43:00,Antrag,Unterlagen,Web,medium,closed,Fachteam B,Deniz,Mitte,Privat,,2,False,neutral,358,480,False,4,63,107.52
T-0282,2026-08-29 15:30:00,,Antrag,Nachreichung,Web,low,open,Fachteam B,Jonas,Nord,Privat,,3,False,neutral,226,720,False,,518,154.06
T-0283,2026-03-29 09:53:00,2026-03-29 10:30:00,Zugang,Konto gesperrt,Web,medium,closed,Identity,Ben,West,Privat,42,2,True,positiv,37,480,False,4,730,12.68
T-0284,2026-07-04 17:15:00,2026-07-04 19:07:00,Technik,Fehlermeldung,E-Mail,high,closed,Platform,Carla,Nord,Privat,75,3,True,neutral,112,240,False,1,370,48.8
T-0285,2026-03-01 09:02:00,2026-03-01 10:14:00,Termin,Vereinbarung,Web,medium,closed,Fachteam A,Ina,Süd,Organisation,34,1,False,neutral,72,480,False,,339,39.82
T-0286,2026-07-24 17:14:00,2026-07-24 18:45:00,Termin,Vereinbarung,Web,medium,closed,Service Desk,Ben,Nord,Privat,33,2,False,neutral,91,480,False,4,243,32.3
T-0287,2026-05-22 10:28:00,2026-05-22 11:44:00,Termin,Verschiebung,Web,medium,closed,Service Desk,Greta,Süd,Privat,38,3,False,neutral,76,480,False,,31,37.6
T-0288,2026-02-22 10:40:00,2026-02-22 12:05:00,Zugang,Passwort,E-Mail,medium,closed,Service Desk,Greta,Ost,Privat,81,3,True,neutral,85,480,False,2,333,53.6
T-0289,2026-07-14 16:32:00,2026-07-14 19:52:00,Technik,Fehlermeldung,Web,medium,closed,Backend,Ben,Mitte,Privat,78,5,True,positiv,200,480,False,3,80,133.81
T-0290,2026-08-25 16:11:00,2026-08-25 23:57:00,Antrag,Nachreichung,Web,low,closed,Fachteam B,Aylin,Nord,Organisation,59,2,True,positiv,466,720,False,5,260,307.26
T-0291,2026-01-19 15:37:00,2026-01-19 16:15:00,Termin,Absage,Web,low,closed,Fachteam A,Deniz,Ost,Organisation,35,2,False,neutral,38,720,False,3,301,16.85
T-0292,2026-04-28 14:10:00,2026-04-28 17:57:00,Technik,Performance,E-Mail,low,closed,Service Desk,Carla,Nord,Organisation,39,2,True,neutral,227,720,False,4,446,88.96
T-0293,2026-04-20 11:15:00,,Allgemein,Information,Web,high,in_progress,Service Desk,Hassan,West,Privat,18,3,False,positiv,24,240,False,,70,11.21
T-0294,2026-07-24 09:28:00,2026-07-24 10:44:00,Zugang,Benutzername,E-Mail,medium,closed,Service Desk,Ina,Ost,Privat,63,2,False,neutral,76,480,False,4,516,25.56
T-0295,2026-08-12 14:11:00,2026-08-12 20:41:00,Antrag,Unterlagen,Telefon,medium,closed,Fachteam A,Hassan,Ost,Organisation,,1,False,negativ,390,480,False,4,461,122.1
T-0296,2026-06-22 13:56:00,2026-06-22 15:16:00,Termin,Verschiebung,Web,high,closed,Fachteam A,Aylin,Mitte,Partner,26,2,True,neutral,80,240,False,5,367,28.43
T-0297,2026-08-18 12:32:00,2026-08-18 15:10:00,Technik,Fehlermeldung,Telefon,medium,closed,Backend,Deniz,Süd,Privat,33,2,True,neutral,158,480,False,4,324,99.56
T-0298,2026-04-11 10:18:00,2026-04-11 12:21:00,Abrechnung,Gutschrift,App,high,closed,Finance,Deniz,Ost,Privat,44,2,True,positiv,123,240,False,4,723,51.32
T-0299,2026-08-12 11:53:00,2026-08-12 20:44:00,Antrag,Unterlagen,E-Mail,medium,closed,Fachteam A,Eva,Süd,Privat,74,1,True,negativ,531,480,True,3,338,350.1
T-0300,2026-04-27 10:39:00,2026-04-27 13:15:00,Zugang,Konto gesperrt,Web,low,closed,Service Desk,Aylin,Süd,Privat,37,1,False,negativ,156,720,False,2,613,108.81
T-0301,2026-04-25 16:10:00,2026-04-25 17:24:00,Zugang,Konto gesperrt,Web,medium,closed,Identity,Farid,West,Privat,58,2,False,neutral,74,480,False,5,544,38.37
T-0302,2026-08-25 15:21:00,,Technik,Upload,Web,medium,in_progress,Backend,Carla,Mitte,Organisation,69,1,True,neutral,141,480,False,,250,77.13
T-0303,2026-08-28 12:12:00,2026-08-28 15:32:00,Abrechnung,Rechnung,E-Mail,medium,closed,Finance,Jonas,Mitte,Privat,42,2,False,positiv,200,480,False,4,82,100.92
T-0304,2026-03-14 13:22:00,2026-03-14 14:00:00,Allgemein,Zuständigkeit,Telefon,medium,closed,Service Desk,Farid,Ost,Privat,71,3,False,negativ,38,480,False,3,459,23.65
